                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    112,                0.85369,                0.53151,                 1.5318,                0.77927,                 0.7111,                0.76267,                0.61001,                 0.7913,                0.47631,                   1.61,              0.0031319,              0.0031319,              0.0031319
                    113,                0.85219,                0.53015,                 1.5329,                0.78059,                0.71102,                0.76289,                0.61057,                0.79084,                 0.4759,                 1.6095,                0.00307,                0.00307,                0.00307
                    114,                0.85031,                0.52811,                 1.5319,                0.78037,                0.71185,                0.76298,                0.61079,                0.79052,                0.47564,                 1.6092,              0.0030081,              0.0030081,              0.0030081
                    115,                0.85242,                0.52921,                 1.5313,                0.78141,                0.71118,                0.76302,                 0.6112,                0.78957,                0.47525,                 1.6082,              0.0029462,              0.0029462,              0.0029462
                    116,                0.87295,                 0.5456,                 1.5546,                0.78196,                0.71091,                0.76298,                0.61133,                0.78956,                0.47748,                 1.6077,              0.0028844,              0.0028844,              0.0028844
                    117,                0.87115,                0.54558,                 1.5516,                0.78126,                0.71137,                0.76301,                0.61144,                0.78924,                0.47713,                 1.6078,              0.0028225,              0.0028225,              0.0028225
                    118,                0.86998,                0.54654,                 1.5507,                0.78186,                0.71095,                0.76287,                0.61149,                 0.7889,                0.47674,                 1.6079,              0.0027606,              0.0027606,              0.0027606
                    119,                0.86735,                0.54313,                 1.5486,                0.78208,                0.71064,                0.76268,                 0.6116,                0.78839,                 0.4764,                 1.6076,              0.0026987,              0.0026987,              0.0026987
                    120,                0.86522,                0.54209,                 1.5468,                0.78264,                0.71008,                0.76272,                0.61154,                0.78831,                0.47612,                 1.6079,              0.0026369,              0.0026369,              0.0026369
                    121,                0.86243,                0.54029,                 1.5394,                0.78357,                0.71011,                 0.7627,                0.61168,                0.78787,                0.47572,                 1.6078,               0.002575,               0.002575,               0.002575
                    122,                0.85916,                0.53891,                 1.5422,                0.78446,                0.70943,                0.76276,                 0.6118,                0.78748,                0.47526,                 1.6079,              0.0025131,              0.0025131,              0.0025131
                    123,                0.86305,                0.53834,                 1.5454,                0.78547,                0.70877,                0.76253,                 0.6117,                0.78714,                0.47494,                 1.6077,              0.0024513,              0.0024513,              0.0024513
                    124,                 0.8605,                0.53527,                 1.5489,                0.78554,                0.70836,                0.76235,                0.61143,                0.78715,                0.47472,                 1.6082,              0.0023894,              0.0023894,              0.0023894
                    125,                0.85843,                0.53617,                 1.5397,                0.78618,                0.70799,                0.76235,                0.61176,                0.78645,                0.47436,                 1.6075,              0.0023275,              0.0023275,              0.0023275
                    126,                0.85851,                0.53512,                 1.5371,                0.78559,                0.70905,                 0.7625,                0.61211,                0.78551,                0.47394,                 1.6063,              0.0022656,              0.0022656,              0.0022656
                    127,                0.85265,                0.53143,                 1.5374,                0.78557,                0.70862,                0.76254,                0.61243,                0.78482,                0.47351,                 1.6058,              0.0022038,              0.0022038,              0.0022038
                    128,                0.85493,                0.53304,                 1.5363,                0.78495,                0.70878,                0.76246,                0.61276,                0.78392,                0.47313,                 1.6047,              0.0021419,              0.0021419,              0.0021419
                    129,                0.85458,                0.53074,                 1.5388,                0.78664,                0.70806,                0.76243,                0.61323,                0.78283,                0.47273,                 1.6032,                0.00208,                0.00208,                0.00208
                    130,                0.85044,                0.52591,                 1.5377,                0.78639,                0.70803,                0.76245,                0.61339,                0.78214,                0.47241,                 1.6026,              0.0020181,              0.0020181,              0.0020181
                    131,                0.85216,                 0.5269,                 1.5361,                0.78496,                0.70927,                 0.7626,                0.61366,                0.78163,                0.47201,                 1.6024,              0.0019563,              0.0019563,              0.0019563
                    132,                 0.8514,                0.52851,                 1.5363,                 0.7863,                0.70818,                0.76255,                0.61394,                0.78103,                0.47167,                 1.6018,              0.0018944,              0.0018944,              0.0018944
                    133,                 0.8534,                0.52759,                 1.5367,                0.78807,                0.70738,                0.76281,                0.61429,                0.78043,                0.47135,                 1.6012,              0.0018325,              0.0018325,              0.0018325
                    134,                 0.8493,                0.52619,                 1.5349,                0.78799,                0.70754,                 0.7628,                 0.6144,                 0.7801,                0.47106,                  1.601,              0.0017706,              0.0017706,              0.0017706
                    135,                0.84959,                0.52476,                 1.5337,                0.78802,                0.70758,                0.76288,                0.61456,                0.77986,                0.47088,                  1.601,              0.0017087,              0.0017087,              0.0017087
                    136,                0.84735,                0.52167,                 1.5333,                0.78794,                0.70757,                 0.7628,                0.61478,                0.77918,                0.47056,                 1.6001,              0.0016469,              0.0016469,              0.0016469
                    137,                0.84446,                0.52098,                 1.5271,                 0.7881,                0.70776,                0.76291,                0.61504,                0.77882,                0.47028,                 1.5999,               0.001585,               0.001585,               0.001585
                    138,                 0.8419,                0.52082,                 1.5241,                0.78882,                0.70723,                0.76271,                0.61511,                0.77839,                0.47013,                 1.5996,              0.0015231,              0.0015231,              0.0015231
                    139,                0.84154,                0.51746,                 1.5276,                0.78856,                0.70706,                0.76268,                0.61518,                0.77819,                0.46992,                 1.5995,              0.0014612,              0.0014612,              0.0014612
                    140,                0.84078,                0.51738,                 1.5291,                0.78821,                0.70799,                0.76261,                0.61527,                0.77813,                0.46978,                 1.5996,              0.0013994,              0.0013994,              0.0013994
                    141,                0.83617,                0.51485,                 1.5241,                0.78796,                0.70812,                0.76265,                0.61527,                0.77798,                0.46958,                 1.5998,              0.0013375,              0.0013375,              0.0013375
                    142,                0.83958,                0.51502,                 1.5231,                0.78745,                0.70881,                0.76273,                0.61549,                0.77757,                 0.4693,                 1.5995,              0.0012756,              0.0012756,              0.0012756
                    143,                 0.8355,                 0.5132,                 1.5173,                0.78783,                0.70888,                0.76291,                0.61585,                0.77724,                0.46906,                 1.5992,              0.0012138,              0.0012138,              0.0012138
                    144,                0.83425,                0.51128,                 1.5162,                0.78843,                0.70836,                0.76295,                0.61603,                0.77693,                0.46881,                 1.5989,              0.0011519,              0.0011519,              0.0011519
                    145,                0.76689,                0.44504,                 1.5413,                 0.7875,                0.70883,                  0.763,                0.61606,                0.77676,                0.46872,                 1.5987,                0.00109,                0.00109,                0.00109
                    146,                0.75898,                0.43887,                 1.5352,                0.78863,                0.70841,                0.76301,                0.61614,                0.77642,                0.46845,                 1.5984,              0.0010281,              0.0010281,              0.0010281
                    147,                0.75776,                0.43708,                 1.5325,                0.78827,                  0.709,                0.76318,                0.61658,                0.77579,                0.46818,                 1.5977,             0.00096625,             0.00096625,             0.00096625
